ID_globale;ID_portale;Portale;Contratto;Quartiere;Indirizzo;Tipo_immobile;Prezzo_EUR;Superficie_mq;Prezzo_vendita_EUR_mq;Canone_affitto_EUR_mq_mese;Locali;Bagni;Piano;Stato;Segmento;Ascensore;Balcone;Terrazzo;Arredato;Cantina;Box_posto_auto;Data_pubblicazione_esatta;Ultimo_aggiornamento;Data_annuncio_visibile_o_proxy;Tipo_data_annuncio;Recenza_portale;Data_rilevazione;Qualita_dato;Nota_data
137;37;Immobiliare.it;Affitto;Porta Romana / Crocetta;Corso di Porta Romana 129;Bilocale;1800;92;;19.57;2;2;2-3;Ottimo;Standard;Sì;Sì;Sì;Sì;No;N/D;N/D;27/08/2026;N/D;Ultimo aggiornamento esposto;N/D;05/09/2026;Dettaglio annuncio;"Prima pubblicazione non esposta pubblicamente: mantenuta N/D; si conserva l'ultimo aggiornamento o una data/recenza visibile quando disponibile."
138;38;Immobiliare.it;Affitto;Isola;Via Abbadesse 40;Bilocale;1200;40;;30.0;2;1;2;Ottimo / ristrutturato;Standard;Sì;No;No;Sì;No;N/D;N/D;12/07/2026;N/D;Ultimo aggiornamento esposto;N/D;05/09/2026;Dettaglio annuncio;"Prima pubblicazione non esposta pubblicamente: mantenuta N/D; si conserva l'ultimo aggiornamento o una data/recenza visibile quando disponibile."
139;39;Immobiliare.it;Affitto;Città Studi;Largo Rio De Janeiro;Bilocale;1150;60;;19.17;2;1;3;Buono;Standard;Sì;Sì;No;Sì;No;N/D;N/D;15/07/2026;N/D;Ultimo aggiornamento esposto;N/D;05/09/2026;Dettaglio annuncio;"Prima pubblicazione non esposta pubblicamente: mantenuta N/D; si conserva l'ultimo aggiornamento o una data/recenza visibile quando disponibile."
140;40;Immobiliare.it;Affitto;Città Studi;Via Privata Andrea Pellizzone;Quadrilocale;2700;105;;25.71;4;3;2;Nuovo / ristrutturato;Standard;Sì;Sì;No;Sì;No;N/D;N/D;19/06/2026;N/D;Ultimo aggiornamento esposto;N/D;05/09/2026;Dettaglio annuncio;"Prima pubblicazione non esposta pubblicamente: mantenuta N/D; si conserva l'ultimo aggiornamento o una data/recenza visibile quando disponibile."
141;41;Immobiliare.it;Affitto;De Angeli;De Angeli (indirizzo non indicato);Bilocale;1100;60;;18.33;2;1;2;Ottimo;Standard;Sì;No;No;Sì;No;N/D;N/D;13/07/2026;N/D;Ultimo aggiornamento esposto;N/D;05/09/2026;Dettaglio annuncio;"Prima pubblicazione non esposta pubblicamente: mantenuta N/D; si conserva l'ultimo aggiornamento o una data/recenza visibile quando disponibile."
142;42;Immobiliare.it;Affitto;Porta Romana / Crocetta;Corso di Porta Romana 131;Trilocale;2400;76;;31.58;3;1;3;Ottimo;Standard;Sì;No;No;Solo cucina;Sì;N/D;N/D;03/07/2026;N/D;Ultimo aggiornamento esposto;N/D;05/09/2026;Dettaglio annuncio;"Prima pubblicazione non esposta pubblicamente: mantenuta N/D; si conserva l'ultimo aggiornamento o una data/recenza visibile quando disponibile."
143;43;Immobiliare.it;Affitto;Isola;Via Luigi Porro Lambertenghi;Monolocale;800;30;;26.67;1;1;T;Buono;Standard;No;No;No;Sì;No;N/D;N/D;14/07/2026;N/D;Ultimo aggiornamento esposto;N/D;05/09/2026;Dettaglio annuncio;"Prima pubblicazione non esposta pubblicamente: mantenuta N/D; si conserva l'ultimo aggiornamento o una data/recenza visibile quando disponibile."
144;44;Immobiliare.it;Affitto;Città Studi;Città Studi / Piola (indirizzo non indicato);Quadrilocale;1850;122;;15.16;4;1;6;Buono;Standard;Sì;Sì;No;No;No;N/D;N/D;30/08/2026;N/D;Ultimo aggiornamento esposto;N/D;05/09/2026;Dettaglio annuncio;"Prima pubblicazione non esposta pubblicamente: mantenuta N/D; si conserva l'ultimo aggiornamento o una data/recenza visibile quando disponibile."
145;45;Immobiliare.it;Affitto;Città Studi;Via Felice Poggi 7;Monolocale;750;20;;37.5;1;1;5;Ottimo;Standard;No;No;No;Sì;No;N/D;N/D;25/07/2026;N/D;Ultimo aggiornamento esposto;N/D;05/09/2026;Dettaglio annuncio;"Prima pubblicazione non esposta pubblicamente: mantenuta N/D; si conserva l'ultimo aggiornamento o una data/recenza visibile quando disponibile."
146;46;Immobiliare.it;Affitto;Isola;Via Gaetano De Castillia 7;Bilocale;1700;57;;29.82;2;1;1;Ottimo;Standard;No;Sì;No;Sì;No;N/D;N/D;25/07/2026;N/D;Ultimo aggiornamento esposto;N/D;05/09/2026;Dettaglio annuncio;"Prima pubblicazione non esposta pubblicamente: mantenuta N/D; si conserva l'ultimo aggiornamento o una data/recenza visibile quando disponibile."
147;47;Immobiliare.it;Affitto;Isola;Via Confalonieri 9;Trilocale;1400;80;;17.5;3;1;1;Buono;Standard;No;No;No;Sì;No;N/D;N/D;17/06/2026;N/D;Ultimo aggiornamento esposto;N/D;05/09/2026;Dettaglio annuncio;"Prima pubblicazione non esposta pubblicamente: mantenuta N/D; si conserva l'ultimo aggiornamento o una data/recenza visibile quando disponibile."
148;48;Immobiliare.it;Affitto;Porta Venezia;Via Paolo Frisi;Bilocale;1800;59;;30.51;2;1;1;Ottimo;Standard;No;No;No;Sì;No;N/D;N/D;28/08/2026;N/D;Ultimo aggiornamento esposto;N/D;05/09/2026;Dettaglio annuncio;"Prima pubblicazione non esposta pubblicamente: mantenuta N/D; si conserva l'ultimo aggiornamento o una data/recenza visibile quando disponibile."
149;49;Immobiliare.it;Affitto;Porta Venezia;Via Rosolino Pilo 7;Monolocale;1030;25;;41.2;1;1;4;Buono;Standard;Sì;No;No;Sì;No;N/D;N/D;02/09/2026;N/D;Ultimo aggiornamento esposto;N/D;05/09/2026;Dettaglio annuncio;"Prima pubblicazione non esposta pubblicamente: mantenuta N/D; si conserva l'ultimo aggiornamento o una data/recenza visibile quando disponibile."
150;50;Immobiliare.it;Affitto;Brera;Via Brera 30;Quadrilocale;3200;130;;24.62;4;2;4;Ottimo;Lusso;Sì;No;Sì;Parzialmente;No;N/D;N/D;28/08/2026;N/D;Ultimo aggiornamento esposto;N/D;05/09/2026;Dettaglio annuncio;"Prima pubblicazione non esposta pubblicamente: mantenuta N/D; si conserva l'ultimo aggiornamento o una data/recenza visibile quando disponibile."
151;51;Immobiliare.it;Vendita;Brera;Via dei Giardini;Bilocale;1600000;100;16000.0;;2;1;1;Ristrutturato;Lusso;Sì;No;No;Sì;N/D;N/D;N/D;11/06/2026;N/D;Ultimo aggiornamento esposto;N/D;05/09/2026;Dettaglio annuncio / descrizione;"Prima pubblicazione non esposta pubblicamente: mantenuta N/D; si conserva l'ultimo aggiornamento o una data/recenza visibile quando disponibile."
152;52;Immobiliare.it;Vendita;Brera;Brera (indirizzo non indicato);Trilocale;1250000;100;12500.0;;3;2;6;Ristrutturato;Lusso;Sì;N/D;N/D;Parzialmente;Sì;N/D;N/D;03/07/2026;N/D;Ultimo aggiornamento esposto;N/D;05/09/2026;Dettaglio annuncio / descrizione;"Prima pubblicazione non esposta pubblicamente: mantenuta N/D; si conserva l'ultimo aggiornamento o una data/recenza visibile quando disponibile."
153;53;Immobiliare.it;Vendita;Brera;Via Fiori Chiari;Loft / Trilocale;950000;100;9500.0;;3;1;T;Ristrutturato;Lusso;Sì;No;No;Sì;N/D;N/D;N/D;10/08/2026;N/D;Ultimo aggiornamento esposto;N/D;05/09/2026;Dettaglio annuncio / descrizione;"Prima pubblicazione non esposta pubblicamente: mantenuta N/D; si conserva l'ultimo aggiornamento o una data/recenza visibile quando disponibile."
154;54;Immobiliare.it;Vendita;Brera;Piazza San Marco;Mansarda / Bilocale;995000;127;7834.65;;2;1;5;Buono / raffinato;Lusso;Sì;No;No;Sì;N/D;N/D;N/D;21/07/2026;N/D;Ultimo aggiornamento esposto;N/D;05/09/2026;Dettaglio annuncio / descrizione;"Prima pubblicazione non esposta pubblicamente: mantenuta N/D; si conserva l'ultimo aggiornamento o una data/recenza visibile quando disponibile."
155;55;Immobiliare.it;Vendita;Brera;Scala - Manzoni (indirizzo non indicato);Bilocale;1400000;95;14736.84;;2;2;T;Ristrutturato;Lusso;Sì;N/D;N/D;Parzialmente;N/D;N/D;N/D;27/07/2026;N/D;Ultimo aggiornamento esposto;N/D;05/09/2026;Dettaglio annuncio / descrizione;"Prima pubblicazione non esposta pubblicamente: mantenuta N/D; si conserva l'ultimo aggiornamento o una data/recenza visibile quando disponibile."
156;56;Immobiliare.it;Vendita;Brera;Via del Lauro 10;Bilocale;1400000;95;14736.84;;2;2;T;Ristrutturato;Lusso;N/D;N/D;N/D;Parzialmente;N/D;N/D;N/D;01/07/2026;N/D;Ultimo aggiornamento esposto;N/D;05/09/2026;Dettaglio annuncio / descrizione;"Prima pubblicazione non esposta pubblicamente: mantenuta N/D; si conserva l'ultimo aggiornamento o una data/recenza visibile quando disponibile."
157;57;Immobiliare.it;Vendita;Brera;Via Brera;Attico;3350000;290;11551.72;;5;3;6;Ottimo / lusso;Lusso;Sì;Sì;Sì;Sì;N/D;N/D;N/D;16/04/2024;N/D;Ultimo aggiornamento esposto;N/D;05/09/2026;Dettaglio annuncio / descrizione;"Prima pubblicazione non esposta pubblicamente: mantenuta N/D; si conserva l'ultimo aggiornamento o una data/recenza visibile quando disponibile."
158;58;Immobiliare.it;Vendita;Brera;Via Solferino 3;Appartamento;3500000;242;14462.81;;5;3;T;Ristrutturato;Lusso;No;N/D;N/D;Sì;N/D;N/D;N/D;14/05/2026;N/D;Ultimo aggiornamento esposto;N/D;05/09/2026;Dettaglio annuncio / descrizione;"Prima pubblicazione non esposta pubblicamente: mantenuta N/D; si conserva l'ultimo aggiornamento o una data/recenza visibile quando disponibile."
159;59;Immobiliare.it;Vendita;Brera;Via Fiori Chiari 21;Attico;2950000;205;14390.24;;4;2;5;Ottimo / lusso;Lusso;Sì;Sì;Sì;Parzialmente;Sì;N/D;N/D;11/06/2026;N/D;Ultimo aggiornamento esposto;N/D;05/09/2026;Dettaglio annuncio / descrizione;"Prima pubblicazione non esposta pubblicamente: mantenuta N/D; si conserva l'ultimo aggiornamento o una data/recenza visibile quando disponibile."
160;60;Immobiliare.it;Vendita;Brera;Via San Carpoforo 6;Monolocale;380000;21;18095.24;;1;1;T;Buono / ristrutturato;Standard;Sì;No;No;N/D;N/D;N/D;N/D;16/06/2026;N/D;Ultimo aggiornamento esposto;N/D;05/09/2026;Dettaglio annuncio / descrizione;"Prima pubblicazione non esposta pubblicamente: mantenuta N/D; si conserva l'ultimo aggiornamento o una data/recenza visibile quando disponibile."
161;61;Immobiliare.it;Vendita;Brera;Via Fiori Chiari;Trilocale;2500000;154;16233.77;;3;2;2;Buono;Lusso;Sì;Sì;No;N/D;Sì;N/D;N/D;20/05/2026;N/D;Ultimo aggiornamento esposto;N/D;05/09/2026;Dettaglio annuncio / descrizione;"Prima pubblicazione non esposta pubblicamente: mantenuta N/D; si conserva l'ultimo aggiornamento o una data/recenza visibile quando disponibile."
162;62;Immobiliare.it;Vendita;Brera;Via San Carpoforo 5;Trilocale;1150000;76;15131.58;;3;1;2;Ristrutturato;Lusso;Sì;No;No;Sì;N/D;N/D;N/D;15/06/2026;N/D;Ultimo aggiornamento esposto;N/D;05/09/2026;Dettaglio annuncio / descrizione;"Prima pubblicazione non esposta pubblicamente: mantenuta N/D; si conserva l'ultimo aggiornamento o una data/recenza visibile quando disponibile."
163;63;Immobiliare.it;Vendita;Isola;Viale Nazario Sauro 14;Trilocale;545000;100;5450.0;;3;2;3;Ottimo;Standard;Sì;Sì;No;Parzialmente;N/D;Sì;N/D;N/D;N/D;N/D;N/D;05/09/2026;Dettaglio annuncio / descrizione;"Prima pubblicazione non esposta pubblicamente: mantenuta N/D; si conserva l'ultimo aggiornamento o una data/recenza visibile quando disponibile."
164;64;Immobiliare.it;Vendita;Isola;Viale Nazario Sauro 5;Trilocale;385000;79;4873.42;;3;1;R;Buono;Standard;No;No;No;No;N/D;N/D;N/D;N/D;N/D;N/D;N/D;05/09/2026;Dettaglio annuncio / descrizione;"Prima pubblicazione non esposta pubblicamente: mantenuta N/D; si conserva l'ultimo aggiornamento o una data/recenza visibile quando disponibile."
165;65;Immobiliare.it;Vendita;Isola;Via Ugo Bassi;Trilocale;650000;95;6842.11;;3;1;2;Ottimo;Standard;Sì;Sì;No;N/D;Sì;N/D;N/D;09/07/2026;N/D;Ultimo aggiornamento esposto;N/D;05/09/2026;Dettaglio annuncio / descrizione;"Prima pubblicazione non esposta pubblicamente: mantenuta N/D; si conserva l'ultimo aggiornamento o una data/recenza visibile quando disponibile."
166;66;Immobiliare.it;Vendita;Isola;Via Timavo 12;Trilocale;1230000;120;10250.0;;3;2;4;Nuovo;Lusso;Sì;No;Sì;Sì;N/D;Sì;N/D;N/D;N/D;N/D;N/D;05/09/2026;Dettaglio annuncio / descrizione;"Prima pubblicazione non esposta pubblicamente: mantenuta N/D; si conserva l'ultimo aggiornamento o una data/recenza visibile quando disponibile."
167;67;Immobiliare.it;Vendita;Isola;Via Luigi Porro Lambertenghi 25;Trilocale;820000;122;6721.31;;3;1;2;Da ristrutturare;Standard;Sì;No;No;No;Sì;N/D;N/D;31/07/2026;N/D;Ultimo aggiornamento esposto;N/D;05/09/2026;Dettaglio annuncio / descrizione;"Prima pubblicazione non esposta pubblicamente: mantenuta N/D; si conserva l'ultimo aggiornamento o una data/recenza visibile quando disponibile."
168;68;Immobiliare.it;Vendita;Isola;Via Volturno 33;Trilocale;1490000;110;13545.45;;3;N/D;3;Ottimo / recente;Lusso;N/D;N/D;Sì;N/D;N/D;Sì;N/D;N/D;N/D;N/D;N/D;05/09/2026;Dettaglio annuncio / descrizione;"Prima pubblicazione non esposta pubblicamente: mantenuta N/D; si conserva l'ultimo aggiornamento o una data/recenza visibile quando disponibile."
169;69;Immobiliare.it;Vendita;Isola;Via Garigliano 8;Trilocale;470000;80;5875.0;;3;1;1;Buono;Standard;N/D;N/D;N/D;N/D;Sì;N/D;N/D;02/09/2026;N/D;Ultimo aggiornamento esposto;N/D;05/09/2026;Dettaglio annuncio / descrizione;"Prima pubblicazione non esposta pubblicamente: mantenuta N/D; si conserva l'ultimo aggiornamento o una data/recenza visibile quando disponibile."
170;70;Immobiliare.it;Vendita;Isola;Via Ippolito Rosellini 27;Bilocale;525000;60;8750.0;;2;1;4;Nuovo / recente;Standard;Sì;No;Sì;Sì;Sì;N/D;N/D;01/09/2026;N/D;Ultimo aggiornamento esposto;N/D;05/09/2026;Dettaglio annuncio / descrizione;"Prima pubblicazione non esposta pubblicamente: mantenuta N/D; si conserva l'ultimo aggiornamento o una data/recenza visibile quando disponibile."
171;71;Immobiliare.it;Vendita;Isola;Via Ippolito Rosellini 26;Quadrilocale;1890000;206;9174.76;;4;3;6;Ottimo / lusso;Lusso;Sì;Sì;Sì;Parzialmente;N/D;Sì;N/D;N/D;N/D;N/D;N/D;05/09/2026;Dettaglio annuncio / descrizione;"Prima pubblicazione non esposta pubblicamente: mantenuta N/D; si conserva l'ultimo aggiornamento o una data/recenza visibile quando disponibile."
172;72;Immobiliare.it;Vendita;Isola;Piazzale Segrino 1;Trilocale;530000;100;5300.0;;3;1;1;Ristrutturato;Standard;Sì;No;No;No;N/D;N/D;N/D;N/D;N/D;N/D;N/D;05/09/2026;Dettaglio annuncio / descrizione;"Prima pubblicazione non esposta pubblicamente: mantenuta N/D; si conserva l'ultimo aggiornamento o una data/recenza visibile quando disponibile."
173;73;Immobiliare.it;Vendita;Porta Romana;Viale Monte Nero 29;Monolocale;225000;25;9000.0;;1;1;1;Ottimo;Standard;Sì;Sì;No;Sì;N/D;N/D;N/D;27/07/2026;N/D;Ultimo aggiornamento esposto;N/D;05/09/2026;Dettaglio annuncio / descrizione;"Prima pubblicazione non esposta pubblicamente: mantenuta N/D; si conserva l'ultimo aggiornamento o una data/recenza visibile quando disponibile."
174;74;Immobiliare.it;Vendita;Porta Romana;Via Gerolamo Tiraboschi 6;Bilocale;540000;70;7714.29;;2;1;2;Ottimo;Standard;Sì;Sì;No;Parzialmente;N/D;N/D;N/D;31/08/2026;N/D;Ultimo aggiornamento esposto;N/D;05/09/2026;Dettaglio annuncio / descrizione;"Prima pubblicazione non esposta pubblicamente: mantenuta N/D; si conserva l'ultimo aggiornamento o una data/recenza visibile quando disponibile."
175;75;Immobiliare.it;Vendita;Porta Romana;Via Giorgio Vasari 19;Bilocale;430000;49;8775.51;;2;1;1;Nuovo;Standard;Sì;No;No;Parzialmente;Sì;N/D;N/D;28/07/2026;N/D;Ultimo aggiornamento esposto;N/D;05/09/2026;Dettaglio annuncio / descrizione;"Prima pubblicazione non esposta pubblicamente: mantenuta N/D; si conserva l'ultimo aggiornamento o una data/recenza visibile quando disponibile."
176;76;Immobiliare.it;Vendita;Porta Romana;Via Lodovico Muratori 13;Attico;2190000;190;11526.32;;5+;3+;6-7;Ottimo / lusso;Lusso;N/D;Sì;Sì;Sì;Sì;Sì;N/D;01/09/2026;N/D;Ultimo aggiornamento esposto;N/D;05/09/2026;Dettaglio annuncio / descrizione;"Prima pubblicazione non esposta pubblicamente: mantenuta N/D; si conserva l'ultimo aggiornamento o una data/recenza visibile quando disponibile."
177;77;Immobiliare.it;Vendita;Porta Romana;Viale Monte Nero 8;Bilocale;388000;49;7918.37;;2;1;6;Ristrutturato;Standard;Sì;No;No;Sì;Sì;N/D;N/D;02/09/2026;N/D;Ultimo aggiornamento esposto;N/D;05/09/2026;Dettaglio annuncio / descrizione;"Prima pubblicazione non esposta pubblicamente: mantenuta N/D; si conserva l'ultimo aggiornamento o una data/recenza visibile quando disponibile."
178;78;Immobiliare.it;Vendita;Porta Romana;Viale Monte Nero 21;Bilocale;470000;60;7833.33;;2;1;2;Buono / abitabile;Lusso;Sì;No;No;Parzialmente;Sì;N/D;N/D;24/08/2026;N/D;Ultimo aggiornamento esposto;N/D;05/09/2026;Dettaglio annuncio / descrizione;"Prima pubblicazione non esposta pubblicamente: mantenuta N/D; si conserva l'ultimo aggiornamento o una data/recenza visibile quando disponibile."
179;79;Immobiliare.it;Vendita;Porta Romana;Viale Isonzo 8;Bilocale;395000;55;7181.82;;2;1;6;Ristrutturato;Standard;Sì;Sì;No;Sì;N/D;N/D;N/D;01/09/2026;N/D;Ultimo aggiornamento esposto;N/D;05/09/2026;Dettaglio annuncio / descrizione;"Prima pubblicazione non esposta pubblicamente: mantenuta N/D; si conserva l'ultimo aggiornamento o una data/recenza visibile quando disponibile."
180;80;Immobiliare.it;Vendita;Porta Romana;Via Mantova 17;Bilocale;405000;55;7363.64;;2;1;Ultimo;Ottimo;Standard;No;N/D;N/D;N/D;N/D;N/D;N/D;N/D;N/D;N/D;N/D;05/09/2026;Dettaglio annuncio / descrizione;"Prima pubblicazione non esposta pubblicamente: mantenuta N/D; si conserva l'ultimo aggiornamento o una data/recenza visibile quando disponibile."
181;81;Immobiliare.it;Vendita;Porta Romana;Via Lazzaro Papi 10;Bilocale;589000;102;5774.51;;2;1;1;Buono;Standard;N/D;N/D;Sì;N/D;N/D;N/D;N/D;N/D;N/D;N/D;N/D;05/09/2026;Dettaglio annuncio / descrizione;"Prima pubblicazione non esposta pubblicamente: mantenuta N/D; si conserva l'ultimo aggiornamento o una data/recenza visibile quando disponibile."
182;82;Immobiliare.it;Vendita;Porta Romana;Viale Monte Nero;Bilocale;298000;45;6622.22;;2;1;5;Da personalizzare;Standard;Sì;No;No;No;N/D;N/D;N/D;N/D;N/D;N/D;N/D;05/09/2026;Dettaglio annuncio / descrizione;"Prima pubblicazione non esposta pubblicamente: mantenuta N/D; si conserva l'ultimo aggiornamento o una data/recenza visibile quando disponibile."
183;83;Immobiliare.it;Vendita;Porta Romana;Via Altaguardia 17;Loft;320000;45;7111.11;;2;1;R;Nuovo / ristrutturato;Standard;Sì;No;No;Sì;Sì;N/D;N/D;20/07/2026;N/D;Ultimo aggiornamento esposto;N/D;05/09/2026;Dettaglio annuncio / descrizione;"Prima pubblicazione non esposta pubblicamente: mantenuta N/D; si conserva l'ultimo aggiornamento o una data/recenza visibile quando disponibile."
184;84;Immobiliare.it;Vendita;Porta Romana;Via Gaetana Agnesi 2;Bilocale;450000;55;8181.82;;2;1;2;Ottimo / ristrutturato;Lusso;Sì;Sì;No;Parzialmente;Sì;N/D;N/D;24/06/2026;N/D;Ultimo aggiornamento esposto;N/D;05/09/2026;Dettaglio annuncio / descrizione;"Prima pubblicazione non esposta pubblicamente: mantenuta N/D; si conserva l'ultimo aggiornamento o una data/recenza visibile quando disponibile."
185;85;Immobiliare.it;Vendita;Porta Romana;Via Lodovico Muratori 54;Bilocale;353000;47;7510.64;;2;1;7;Da personalizzare / piccola ristrutturazione;Standard;Sì;Sì;No;Parzialmente;N/D;N/D;N/D;23/08/2026;N/D;Ultimo aggiornamento esposto;N/D;05/09/2026;Dettaglio annuncio / descrizione;"Prima pubblicazione non esposta pubblicamente: mantenuta N/D; si conserva l'ultimo aggiornamento o una data/recenza visibile quando disponibile."
186;86;Immobiliare.it;Affitto;Brera;Via Brera;Quadrilocale;7500;190;;39.47;4;3;1;Ristrutturato a nuovo;Lusso;Sì;No;No;Parzialmente;N/D;N/D;N/D;22/06/2026;N/D;Ultimo aggiornamento esposto;N/D;05/09/2026;Dettaglio annuncio / descrizione;"Prima pubblicazione non esposta pubblicamente: mantenuta N/D; si conserva l'ultimo aggiornamento o una data/recenza visibile quando disponibile."
187;87;Immobiliare.it;Affitto;Brera;Via Ciovasso 19;Bilocale;2900;65;;44.62;2;1;2;Ottimo;Lusso;No;No;No;Sì;N/D;N/D;N/D;31/08/2026;N/D;Ultimo aggiornamento esposto;N/D;05/09/2026;Dettaglio annuncio / descrizione;"Prima pubblicazione non esposta pubblicamente: mantenuta N/D; si conserva l'ultimo aggiornamento o una data/recenza visibile quando disponibile."
188;88;Immobiliare.it;Affitto;Brera;Via Pontaccio 2;Bilocale;1800;51;;35.29;2;1;2;Ottimo;Standard;No;No;No;Sì;N/D;N/D;N/D;08/08/2026;N/D;Ultimo aggiornamento esposto;N/D;05/09/2026;Dettaglio annuncio / descrizione;"Prima pubblicazione non esposta pubblicamente: mantenuta N/D; si conserva l'ultimo aggiornamento o una data/recenza visibile quando disponibile."
189;89;Immobiliare.it;Affitto;Brera;Piazza San Marco;Trilocale;2250;65;;34.62;3;2;3;Ristrutturato;Lusso;Sì;No;Sì;Parzialmente;N/D;Sì;N/D;23/07/2026;N/D;Ultimo aggiornamento esposto;N/D;05/09/2026;Dettaglio annuncio / descrizione;"Prima pubblicazione non esposta pubblicamente: mantenuta N/D; si conserva l'ultimo aggiornamento o una data/recenza visibile quando disponibile."
190;90;Immobiliare.it;Affitto;Brera;Via Ponte Vetero;Bilocale;2500;50;;50.0;2;1;2;Ottimo;Lusso;No;No;No;Sì;N/D;N/D;N/D;03/09/2026;N/D;Ultimo aggiornamento esposto;N/D;05/09/2026;Dettaglio annuncio / descrizione;"Prima pubblicazione non esposta pubblicamente: mantenuta N/D; si conserva l'ultimo aggiornamento o una data/recenza visibile quando disponibile."
191;91;Immobiliare.it;Affitto;Brera;Via Borgonuovo 27;Bilocale;3650;102;;35.78;2;2;4;Ottimo;Lusso;Sì;Sì;Sì;Solo cucina;Sì;N/D;N/D;03/09/2026;N/D;Ultimo aggiornamento esposto;N/D;05/09/2026;Dettaglio annuncio / descrizione;"Prima pubblicazione non esposta pubblicamente: mantenuta N/D; si conserva l'ultimo aggiornamento o una data/recenza visibile quando disponibile."
192;92;Immobiliare.it;Affitto;Brera;Borgonuovo 19;Quadrilocale;6250;146;;42.81;4;2;3;Ristrutturato;Lusso;Sì;No;Sì;Sì;N/D;N/D;N/D;23/07/2026;N/D;Ultimo aggiornamento esposto;N/D;05/09/2026;Dettaglio annuncio / descrizione;"Prima pubblicazione non esposta pubblicamente: mantenuta N/D; si conserva l'ultimo aggiornamento o una data/recenza visibile quando disponibile."
193;93;Immobiliare.it;Affitto;Brera;Via Borgonuovo;Bilocale;4000;112;;35.71;2;2;1;Ottimo / ristrutturato;Lusso;Sì;Sì;Sì;Sì;N/D;N/D;N/D;09/12/2025;N/D;Ultimo aggiornamento esposto;N/D;05/09/2026;Dettaglio annuncio / descrizione;"Prima pubblicazione non esposta pubblicamente: mantenuta N/D; si conserva l'ultimo aggiornamento o una data/recenza visibile quando disponibile."
194;94;Immobiliare.it;Affitto;Porta Romana;Viale Isonzo 28;Trilocale;1300;68;;19.12;3;1;2;Buono;Standard;N/D;Sì;No;Sì;N/D;N/D;N/D;N/D;N/D;N/D;N/D;05/09/2026;Dettaglio annuncio / descrizione;"Prima pubblicazione non esposta pubblicamente: mantenuta N/D; si conserva l'ultimo aggiornamento o una data/recenza visibile quando disponibile."
195;95;Immobiliare.it;Affitto;Porta Romana / Crocetta;Viale Angelo Filippetti 33;Trilocale;2000;104;;19.23;3;2;3;Buono;Standard;Sì;Sì;No;Sì;N/D;N/D;N/D;N/D;N/D;N/D;N/D;05/09/2026;Dettaglio annuncio / descrizione;"Prima pubblicazione non esposta pubblicamente: mantenuta N/D; si conserva l'ultimo aggiornamento o una data/recenza visibile quando disponibile."
196;96;Immobiliare.it;Affitto;Porta Romana / Montenero;Via Emilio Morosini 40;Quadrilocale;2500;131;;19.08;4;2;N/D;Ristrutturato;Standard;Sì;Sì;No;Sì;N/D;N/D;N/D;N/D;N/D;N/D;N/D;05/09/2026;Dettaglio annuncio / descrizione;"Prima pubblicazione non esposta pubblicamente: mantenuta N/D; si conserva l'ultimo aggiornamento o una data/recenza visibile quando disponibile."
197;97;Immobiliare.it;Affitto;Porta Romana;Via Piacenza;Bilocale;1300;40;;32.5;2;1;3;Ristrutturato;Standard;N/D;Sì;No;N/D;N/D;N/D;N/D;N/D;N/D;N/D;N/D;05/09/2026;Dettaglio annuncio / descrizione;"Prima pubblicazione non esposta pubblicamente: mantenuta N/D; si conserva l'ultimo aggiornamento o una data/recenza visibile quando disponibile."
198;98;Immobiliare.it;Affitto;Porta Romana / Cadore;Via Morosini 31;Bilocale;1600;91;;17.58;2;1;Ultimo;Buono;Standard;N/D;Sì;No;Sì;N/D;N/D;N/D;N/D;N/D;N/D;N/D;05/09/2026;Dettaglio annuncio / descrizione;"Prima pubblicazione non esposta pubblicamente: mantenuta N/D; si conserva l'ultimo aggiornamento o una data/recenza visibile quando disponibile."
199;99;Immobiliare.it;Affitto;Porta Romana / Cadore;Piazzale Libia 20;Monolocale;850;39;;21.79;1;1;R;Ristrutturato;Standard;Sì;No;No;Sì;N/D;N/D;N/D;21/07/2026;N/D;Ultimo aggiornamento esposto;N/D;05/09/2026;Dettaglio annuncio / descrizione;"Prima pubblicazione non esposta pubblicamente: mantenuta N/D; si conserva l'ultimo aggiornamento o una data/recenza visibile quando disponibile."
200;100;Immobiliare.it;Affitto;Porta Romana;Viale Monte Nero 22;Trilocale;1350;45;;30.0;3;1;5;Ottimo / ristrutturato;Standard;Sì;No;No;Sì;N/D;N/D;N/D;25/06/2026;N/D;Ultimo aggiornamento esposto;N/D;05/09/2026;Dettaglio annuncio / descrizione;"Prima pubblicazione non esposta pubblicamente: mantenuta N/D; si conserva l'ultimo aggiornamento o una data/recenza visibile quando disponibile."
