ID_globale,ID_portale,Portale,Contratto,Quartiere,Indirizzo,Tipo_immobile,Prezzo_EUR,Superficie_mq,Prezzo_vendita_EUR_mq,Canone_affitto_EUR_mq_mese,Locali,Bagni,Piano,Stato,Segmento,Ascensore,Balcone,Terrazzo,Arredato,Cantina,Box_posto_auto,Data_pubblicazione_esatta,Ultimo_aggiornamento,Data_annuncio_visibile_o_proxy,Tipo_data_annuncio,Recenza_portale,Data_rilevazione,Qualita_dato,Nota_data,Classe_energetica,Esito_verifica_energia,Data_verifica_energia
122,22,Immobiliare.it,Vendita,Città Studi,Via Filippo Tajani 1,Trilocale,365000,67,5447.761194029851,,3,1,8,Buono,Standard,Sì,Sì,No,No,Sì,N/D,N/D,2026-05-09,N/D,Ultimo aggiornamento esposto,N/D,2026-09-05,Dettaglio annuncio,Prima pubblicazione non esposta pubblicamente: mantenuta N/D; si conserva l'ultimo aggiornamento o una data/recenza visibile quando disponibile.,E,Classe dichiarata,2026-09-05
123,23,Immobiliare.it,Vendita,Città Studi,Città Studi (indirizzo non indicato),Quadrilocale,379000,140,2707.1428571428573,,4,2,T,Ottimo,Standard,No,No,No,Sì,No,N/D,N/D,2026-03-04,N/D,Ultimo aggiornamento esposto,N/D,2026-09-05,Dettaglio annuncio,Prima pubblicazione non esposta pubblicamente: mantenuta N/D; si conserva l'ultimo aggiornamento o una data/recenza visibile quando disponibile.,F,Classe dichiarata,2026-09-05
124,24,Immobiliare.it,Vendita,Porta Nuova,Corso di Porta Nuova 52,Monolocale,409000,40,10225,,1,1,1,Ottimo,Lusso,Sì,No,No,Sì,No,N/D,N/D,2026-08-30,N/D,Ultimo aggiornamento esposto,N/D,2026-09-05,Dettaglio annuncio,Prima pubblicazione non esposta pubblicamente: mantenuta N/D; si conserva l'ultimo aggiornamento o una data/recenza visibile quando disponibile.,G,Classe dichiarata,2026-09-05
125,25,Immobiliare.it,Vendita,Porta Nuova,Porta Nuova (indirizzo non indicato),Trilocale,1090000,140,7785.714285714285,,3,2,3,Ottimo / ristrutturato,Lusso,Sì,Sì,No,Parzialmente,No,N/D,N/D,2026-06-29,N/D,Ultimo aggiornamento esposto,N/D,2026-09-05,Dettaglio annuncio,Prima pubblicazione non esposta pubblicamente: mantenuta N/D; si conserva l'ultimo aggiornamento o una data/recenza visibile quando disponibile.,N/D,Fonte non accessibile,2026-09-05
126,26,Immobiliare.it,Vendita,Porta Nuova,Corso di Porta Nuova 52,Monolocale,235000,20,11750,,1,1,5,Buono,Lusso,Sì,No,No,Sì,No,N/D,N/D,2026-07-20,N/D,Ultimo aggiornamento esposto,N/D,2026-09-05,Dettaglio annuncio,Prima pubblicazione non esposta pubblicamente: mantenuta N/D; si conserva l'ultimo aggiornamento o una data/recenza visibile quando disponibile.,G,Classe dichiarata,2026-09-05
127,27,Immobiliare.it,Vendita,Porta Nuova,Corso di Porta Nuova 52,Bilocale,585000,62,9435.483870967742,,2,1,6,Ottimo / ristrutturato,Lusso,Sì,No,No,Sì,No,N/D,N/D,2026-06-16,N/D,Ultimo aggiornamento esposto,N/D,2026-09-05,Dettaglio annuncio,Prima pubblicazione non esposta pubblicamente: mantenuta N/D; si conserva l'ultimo aggiornamento o una data/recenza visibile quando disponibile.,D,Classe dichiarata,2026-09-05
128,28,Immobiliare.it,Vendita,Turati / Porta Nuova,Corso di Porta Nuova,Trilocale,1200000,100,12000,,3,N/D,4,Ottimo / ristrutturato,Lusso,Sì,Sì,No,No,No,N/D,N/D,2026-02-10,N/D,Ultimo aggiornamento esposto,N/D,2026-09-05,Dettaglio annuncio,Prima pubblicazione non esposta pubblicamente: mantenuta N/D; si conserva l'ultimo aggiornamento o una data/recenza visibile quando disponibile.,G,Classe dichiarata,2026-09-05
129,29,Immobiliare.it,Vendita,Garibaldi / Porta Nuova,Via Melchiorre Gioia 1,Trilocale,795000,112,7098.214285714285,,3,2,3,Ottimo,Lusso,Sì,Sì,No,No,Sì,N/D,N/D,2026-02-23,N/D,Ultimo aggiornamento esposto,N/D,2026-09-05,Dettaglio annuncio,Prima pubblicazione non esposta pubblicamente: mantenuta N/D; si conserva l'ultimo aggiornamento o una data/recenza visibile quando disponibile.,E,Classe dichiarata,2026-09-05
130,30,Immobiliare.it,Vendita,Porta Nuova,Piazzale Principessa Clotilde 6,Monolocale,320000,45,7111.111111111111,,1,1,R,Buono,Standard,Sì,No,No,No,No,N/D,N/D,2026-07-14,N/D,Ultimo aggiornamento esposto,N/D,2026-09-05,Dettaglio annuncio,Prima pubblicazione non esposta pubblicamente: mantenuta N/D; si conserva l'ultimo aggiornamento o una data/recenza visibile quando disponibile.,F,Classe dichiarata,2026-09-05
131,31,Immobiliare.it,Vendita,Garibaldi - Corso Como,Piazza 25 Aprile 7,Trilocale,990000,91,10879.12087912088,,3,1,1,Ottimo,Lusso,Sì,No,No,Sì,No,N/D,N/D,2026-06-29,N/D,Ultimo aggiornamento esposto,N/D,2026-09-05,Dettaglio annuncio,Prima pubblicazione non esposta pubblicamente: mantenuta N/D; si conserva l'ultimo aggiornamento o una data/recenza visibile quando disponibile.,G,Classe dichiarata,2026-09-05
132,32,Immobiliare.it,Vendita,Porta Nuova,Piazza della Repubblica,Trilocale,1600000,140,11428.57142857143,,3,2,2,Ottimo,Lusso,Sì,Sì,No,Sì,No,N/D,N/D,2026-05-28,N/D,Ultimo aggiornamento esposto,N/D,2026-09-05,Dettaglio annuncio,Prima pubblicazione non esposta pubblicamente: mantenuta N/D; si conserva l'ultimo aggiornamento o una data/recenza visibile quando disponibile.,C,Classe dichiarata,2026-09-05
133,33,Immobiliare.it,Vendita,De Angeli,Via Antonio Tolomeo Trivulzio 3,Bilocale,355000,58,6120.689655172414,,2,1,R,Ottimo,Standard,Sì,No,No,Sì,No,N/D,N/D,2026-08-22,N/D,Ultimo aggiornamento esposto,N/D,2026-09-05,Dettaglio annuncio,Prima pubblicazione non esposta pubblicamente: mantenuta N/D; si conserva l'ultimo aggiornamento o una data/recenza visibile quando disponibile.,D,Classe dichiarata,2026-09-05
134,34,Immobiliare.it,Vendita,Famagosta,Via Moncucco 24,Trilocale,586000,103,5689.320388349514,,3,2,3,Ottimo,Standard,Sì,Sì,Sì,No,Sì,N/D,N/D,2026-06-15,N/D,Ultimo aggiornamento esposto,N/D,2026-09-05,Dettaglio annuncio,Prima pubblicazione non esposta pubblicamente: mantenuta N/D; si conserva l'ultimo aggiornamento o una data/recenza visibile quando disponibile.,N/D,Fonte non accessibile,2026-09-05
135,35,Immobiliare.it,Vendita,Bicocca,Viale dell'Innovazione 13,Trilocale,640000,116,5517.241379310345,,3,2,4,Ottimo,Standard,Sì,Sì,No,No,Sì,N/D,N/D,2026-07-22,N/D,Ultimo aggiornamento esposto,N/D,2026-09-05,Dettaglio annuncio,Prima pubblicazione non esposta pubblicamente: mantenuta N/D; si conserva l'ultimo aggiornamento o una data/recenza visibile quando disponibile.,E,Classe dichiarata,2026-09-05
136,36,Immobiliare.it,Affitto,Città Studi,Viale Gran Sasso 7,Trilocale,1800,130,,13.846153846153847,3,1,1,Buono,Standard,Sì,Sì,No,Sì,No,N/D,N/D,2026-08-11,N/D,Ultimo aggiornamento esposto,N/D,2026-09-05,Dettaglio annuncio,Prima pubblicazione non esposta pubblicamente: mantenuta N/D; si conserva l'ultimo aggiornamento o una data/recenza visibile quando disponibile.,G,Classe dichiarata,2026-09-05
137,37,Immobiliare.it,Affitto,Porta Romana / Crocetta,Corso di Porta Romana 129,Bilocale,1800,92,,19.565217391304348,2,2,2-3,Ottimo,Standard,Sì,Sì,Sì,Sì,No,N/D,N/D,2026-08-27,N/D,Ultimo aggiornamento esposto,N/D,2026-09-05,Dettaglio annuncio,Prima pubblicazione non esposta pubblicamente: mantenuta N/D; si conserva l'ultimo aggiornamento o una data/recenza visibile quando disponibile.,E,Classe dichiarata,2026-09-05
138,38,Immobiliare.it,Affitto,Isola,Via Abbadesse 40,Bilocale,1200,40,,30,2,1,2,Ottimo / ristrutturato,Standard,Sì,No,No,Sì,No,N/D,N/D,2026-07-12,N/D,Ultimo aggiornamento esposto,N/D,2026-09-05,Dettaglio annuncio,Prima pubblicazione non esposta pubblicamente: mantenuta N/D; si conserva l'ultimo aggiornamento o una data/recenza visibile quando disponibile.,C,Classe dichiarata,2026-09-05
139,39,Immobiliare.it,Affitto,Città Studi,Largo Rio De Janeiro,Bilocale,1150,60,,19.166666666666668,2,1,3,Buono,Standard,Sì,Sì,No,Sì,No,N/D,N/D,2026-07-15,N/D,Ultimo aggiornamento esposto,N/D,2026-09-05,Dettaglio annuncio,Prima pubblicazione non esposta pubblicamente: mantenuta N/D; si conserva l'ultimo aggiornamento o una data/recenza visibile quando disponibile.,E,Classe dichiarata,2026-09-05
140,40,Immobiliare.it,Affitto,Città Studi,Via Privata Andrea Pellizzone,Quadrilocale,2700,105,,25.714285714285715,4,3,2,Nuovo / ristrutturato,Standard,Sì,Sì,No,Sì,No,N/D,N/D,2026-06-19,N/D,Ultimo aggiornamento esposto,N/D,2026-09-05,Dettaglio annuncio,Prima pubblicazione non esposta pubblicamente: mantenuta N/D; si conserva l'ultimo aggiornamento o una data/recenza visibile quando disponibile.,E,Classe dichiarata,2026-09-05
141,41,Immobiliare.it,Affitto,De Angeli,De Angeli (indirizzo non indicato),Bilocale,1100,60,,18.333333333333332,2,1,2,Ottimo,Standard,Sì,No,No,Sì,No,N/D,N/D,2026-07-13,N/D,Ultimo aggiornamento esposto,N/D,2026-09-05,Dettaglio annuncio,Prima pubblicazione non esposta pubblicamente: mantenuta N/D; si conserva l'ultimo aggiornamento o una data/recenza visibile quando disponibile.,F,Classe dichiarata,2026-09-05
142,42,Immobiliare.it,Affitto,Porta Romana / Crocetta,Corso di Porta Romana 131,Trilocale,2400,76,,31.57894736842105,3,1,3,Ottimo,Standard,Sì,No,No,Solo cucina,Sì,N/D,N/D,2026-07-03,N/D,Ultimo aggiornamento esposto,N/D,2026-09-05,Dettaglio annuncio,Prima pubblicazione non esposta pubblicamente: mantenuta N/D; si conserva l'ultimo aggiornamento o una data/recenza visibile quando disponibile.,D,Classe dichiarata,2026-09-05
143,43,Immobiliare.it,Affitto,Isola,Via Luigi Porro Lambertenghi,Monolocale,800,30,,26.666666666666668,1,1,T,Buono,Standard,No,No,No,Sì,No,N/D,N/D,2026-07-14,N/D,Ultimo aggiornamento esposto,N/D,2026-09-05,Dettaglio annuncio,Prima pubblicazione non esposta pubblicamente: mantenuta N/D; si conserva l'ultimo aggiornamento o una data/recenza visibile quando disponibile.,N/D,Fonte non accessibile,2026-09-05
144,44,Immobiliare.it,Affitto,Città Studi,Città Studi / Piola (indirizzo non indicato),Quadrilocale,1850,122,,15.163934426229508,4,1,6,Buono,Standard,Sì,Sì,No,No,No,N/D,N/D,2026-08-30,N/D,Ultimo aggiornamento esposto,N/D,2026-09-05,Dettaglio annuncio,Prima pubblicazione non esposta pubblicamente: mantenuta N/D; si conserva l'ultimo aggiornamento o una data/recenza visibile quando disponibile.,N/D,Esente,2026-09-05
145,45,Immobiliare.it,Affitto,Città Studi,Via Felice Poggi 7,Monolocale,750,20,,37.5,1,1,5,Ottimo,Standard,No,No,No,Sì,No,N/D,N/D,2026-07-25,N/D,Ultimo aggiornamento esposto,N/D,2026-09-05,Dettaglio annuncio,Prima pubblicazione non esposta pubblicamente: mantenuta N/D; si conserva l'ultimo aggiornamento o una data/recenza visibile quando disponibile.,D,Classe dichiarata,2026-09-05
146,46,Immobiliare.it,Affitto,Isola,Via Gaetano De Castillia 7,Bilocale,1700,57,,29.82456140350877,2,1,1,Ottimo,Standard,No,Sì,No,Sì,No,N/D,N/D,2026-07-25,N/D,Ultimo aggiornamento esposto,N/D,2026-09-05,Dettaglio annuncio,Prima pubblicazione non esposta pubblicamente: mantenuta N/D; si conserva l'ultimo aggiornamento o una data/recenza visibile quando disponibile.,N/D,Fonte non accessibile,2026-09-05
147,47,Immobiliare.it,Affitto,Isola,Via Confalonieri 9,Trilocale,1400,80,,17.5,3,1,1,Buono,Standard,No,No,No,Sì,No,N/D,N/D,2026-06-17,N/D,Ultimo aggiornamento esposto,N/D,2026-09-05,Dettaglio annuncio,Prima pubblicazione non esposta pubblicamente: mantenuta N/D; si conserva l'ultimo aggiornamento o una data/recenza visibile quando disponibile.,G,Classe dichiarata,2026-09-05
148,48,Immobiliare.it,Affitto,Porta Venezia,Via Paolo Frisi,Bilocale,1800,59,,30.508474576271187,2,1,1,Ottimo,Standard,No,No,No,Sì,No,N/D,N/D,2026-08-28,N/D,Ultimo aggiornamento esposto,N/D,2026-09-05,Dettaglio annuncio,Prima pubblicazione non esposta pubblicamente: mantenuta N/D; si conserva l'ultimo aggiornamento o una data/recenza visibile quando disponibile.,G,Classe dichiarata,2026-09-05
149,49,Immobiliare.it,Affitto,Porta Venezia,Via Rosolino Pilo 7,Monolocale,1030,25,,41.2,1,1,4,Buono,Standard,Sì,No,No,Sì,No,N/D,N/D,2026-09-02,N/D,Ultimo aggiornamento esposto,N/D,2026-09-05,Dettaglio annuncio,Prima pubblicazione non esposta pubblicamente: mantenuta N/D; si conserva l'ultimo aggiornamento o una data/recenza visibile quando disponibile.,G,Classe dichiarata,2026-09-05
150,50,Immobiliare.it,Affitto,Brera,Via Brera 30,Quadrilocale,3200,130,,24.615384615384617,4,2,4,Ottimo,Lusso,Sì,No,Sì,Parzialmente,No,N/D,N/D,2026-08-28,N/D,Ultimo aggiornamento esposto,N/D,2026-09-05,Dettaglio annuncio,Prima pubblicazione non esposta pubblicamente: mantenuta N/D; si conserva l'ultimo aggiornamento o una data/recenza visibile quando disponibile.,F,Classe dichiarata,2026-09-05
151,51,Immobiliare.it,Vendita,Brera,Via dei Giardini,Bilocale,1600000,100,16000,,2,1,1,Ristrutturato,Lusso,Sì,No,No,Sì,N/D,N/D,N/D,2026-06-11,N/D,Ultimo aggiornamento esposto,N/D,2026-09-05,Dettaglio annuncio / descrizione,Prima pubblicazione non esposta pubblicamente: mantenuta N/D; si conserva l'ultimo aggiornamento o una data/recenza visibile quando disponibile.,D,Classe dichiarata,2026-09-05
152,52,Immobiliare.it,Vendita,Brera,Brera (indirizzo non indicato),Trilocale,1250000,100,12500,,3,2,6,Ristrutturato,Lusso,Sì,N/D,N/D,Parzialmente,Sì,N/D,N/D,2026-07-03,N/D,Ultimo aggiornamento esposto,N/D,2026-09-05,Dettaglio annuncio / descrizione,Prima pubblicazione non esposta pubblicamente: mantenuta N/D; si conserva l'ultimo aggiornamento o una data/recenza visibile quando disponibile.,N/D,Annuncio non identificato con certezza,2026-09-05
153,53,Immobiliare.it,Vendita,Brera,Via Fiori Chiari,Loft / Trilocale,950000,100,9500,,3,1,T,Ristrutturato,Lusso,Sì,No,No,Sì,N/D,N/D,N/D,2026-08-10,N/D,Ultimo aggiornamento esposto,N/D,2026-09-05,Dettaglio annuncio / descrizione,Prima pubblicazione non esposta pubblicamente: mantenuta N/D; si conserva l'ultimo aggiornamento o una data/recenza visibile quando disponibile.,E,Classe dichiarata,2026-09-05
154,54,Immobiliare.it,Vendita,Brera,Piazza San Marco,Mansarda / Bilocale,995000,127,7834.645669291339,,2,1,5,Buono / raffinato,Lusso,Sì,No,No,Sì,N/D,N/D,N/D,2026-07-21,N/D,Ultimo aggiornamento esposto,N/D,2026-09-05,Dettaglio annuncio / descrizione,Prima pubblicazione non esposta pubblicamente: mantenuta N/D; si conserva l'ultimo aggiornamento o una data/recenza visibile quando disponibile.,N/D,Annuncio non identificato con certezza,2026-09-05
155,55,Immobiliare.it,Vendita,Brera,Scala - Manzoni (indirizzo non indicato),Bilocale,1400000,95,14736.842105263158,,2,2,T,Ristrutturato,Lusso,Sì,N/D,N/D,Parzialmente,N/D,N/D,N/D,2026-07-27,N/D,Ultimo aggiornamento esposto,N/D,2026-09-05,Dettaglio annuncio / descrizione,Prima pubblicazione non esposta pubblicamente: mantenuta N/D; si conserva l'ultimo aggiornamento o una data/recenza visibile quando disponibile.,N/D,Annuncio non identificato con certezza,2026-09-05
156,56,Immobiliare.it,Vendita,Brera,Via del Lauro 10,Bilocale,1400000,95,14736.842105263158,,2,2,T,Ristrutturato,Lusso,N/D,N/D,N/D,Parzialmente,N/D,N/D,N/D,2026-07-01,N/D,Ultimo aggiornamento esposto,N/D,2026-09-05,Dettaglio annuncio / descrizione,Prima pubblicazione non esposta pubblicamente: mantenuta N/D; si conserva l'ultimo aggiornamento o una data/recenza visibile quando disponibile.,E,Classe dichiarata,2026-09-05
157,57,Immobiliare.it,Vendita,Brera,Via Brera,Attico,3350000,290,11551.724137931034,,5,3,6,Ottimo / lusso,Lusso,Sì,Sì,Sì,Sì,N/D,N/D,N/D,2024-04-16,N/D,Ultimo aggiornamento esposto,N/D,2026-09-05,Dettaglio annuncio / descrizione,Prima pubblicazione non esposta pubblicamente: mantenuta N/D; si conserva l'ultimo aggiornamento o una data/recenza visibile quando disponibile.,C,Classe dichiarata,2026-09-05
158,58,Immobiliare.it,Vendita,Brera,Via Solferino 3,Appartamento,3500000,242,14462.809917355371,,5,3,T,Ristrutturato,Lusso,No,N/D,N/D,Sì,N/D,N/D,N/D,2026-05-14,N/D,Ultimo aggiornamento esposto,N/D,2026-09-05,Dettaglio annuncio / descrizione,Prima pubblicazione non esposta pubblicamente: mantenuta N/D; si conserva l'ultimo aggiornamento o una data/recenza visibile quando disponibile.,A1,Classe dichiarata,2026-09-05
159,59,Immobiliare.it,Vendita,Brera,Via Fiori Chiari 21,Attico,2950000,205,14390.243902439024,,4,2,5,Ottimo / lusso,Lusso,Sì,Sì,Sì,Parzialmente,Sì,N/D,N/D,2026-06-11,N/D,Ultimo aggiornamento esposto,N/D,2026-09-05,Dettaglio annuncio / descrizione,Prima pubblicazione non esposta pubblicamente: mantenuta N/D; si conserva l'ultimo aggiornamento o una data/recenza visibile quando disponibile.,D,Classe dichiarata,2026-09-05
160,60,Immobiliare.it,Vendita,Brera,Via San Carpoforo 6,Monolocale,380000,21,18095.238095238095,,1,1,T,Buono / ristrutturato,Standard,Sì,No,No,N/D,N/D,N/D,N/D,2026-06-16,N/D,Ultimo aggiornamento esposto,N/D,2026-09-05,Dettaglio annuncio / descrizione,Prima pubblicazione non esposta pubblicamente: mantenuta N/D; si conserva l'ultimo aggiornamento o una data/recenza visibile quando disponibile.,E,Classe dichiarata,2026-09-05
161,61,Immobiliare.it,Vendita,Brera,Via Fiori Chiari,Trilocale,2500000,154,16233.766233766233,,3,2,2,Buono,Lusso,Sì,Sì,No,N/D,Sì,N/D,N/D,2026-05-20,N/D,Ultimo aggiornamento esposto,N/D,2026-09-05,Dettaglio annuncio / descrizione,Prima pubblicazione non esposta pubblicamente: mantenuta N/D; si conserva l'ultimo aggiornamento o una data/recenza visibile quando disponibile.,F,Classe dichiarata,2026-09-05
162,62,Immobiliare.it,Vendita,Brera,Via San Carpoforo 5,Trilocale,1150000,76,15131.578947368422,,3,1,2,Ristrutturato,Lusso,Sì,No,No,Sì,N/D,N/D,N/D,2026-06-15,N/D,Ultimo aggiornamento esposto,N/D,2026-09-05,Dettaglio annuncio / descrizione,Prima pubblicazione non esposta pubblicamente: mantenuta N/D; si conserva l'ultimo aggiornamento o una data/recenza visibile quando disponibile.,N/D,Classe non dichiarata nel testo consultato,2026-09-05
163,63,Immobiliare.it,Vendita,Isola,Viale Nazario Sauro 14,Trilocale,545000,100,5450,,3,2,3,Ottimo,Standard,Sì,Sì,No,Parzialmente,N/D,Sì,N/D,N/D,N/D,N/D,N/D,2026-09-05,Dettaglio annuncio / descrizione,Prima pubblicazione non esposta pubblicamente: mantenuta N/D; si conserva l'ultimo aggiornamento o una data/recenza visibile quando disponibile.,E,Classe dichiarata,2026-09-05
164,64,Immobiliare.it,Vendita,Isola,Viale Nazario Sauro 5,Trilocale,385000,79,4873.4177215189875,,3,1,R,Buono,Standard,No,No,No,No,N/D,N/D,N/D,N/D,N/D,N/D,N/D,2026-09-05,Dettaglio annuncio / descrizione,Prima pubblicazione non esposta pubblicamente: mantenuta N/D; si conserva l'ultimo aggiornamento o una data/recenza visibile quando disponibile.,F,Classe dichiarata,2026-09-05
165,65,Immobiliare.it,Vendita,Isola,Via Ugo Bassi,Trilocale,650000,95,6842.105263157895,,3,1,2,Ottimo,Standard,Sì,Sì,No,N/D,Sì,N/D,N/D,2026-07-09,N/D,Ultimo aggiornamento esposto,N/D,2026-09-05,Dettaglio annuncio / descrizione,Prima pubblicazione non esposta pubblicamente: mantenuta N/D; si conserva l'ultimo aggiornamento o una data/recenza visibile quando disponibile.,N/D,Esente,2026-09-05
166,66,Immobiliare.it,Vendita,Isola,Via Timavo 12,Trilocale,1230000,120,10250,,3,2,4,Nuovo,Lusso,Sì,No,Sì,Sì,N/D,Sì,N/D,N/D,N/D,N/D,N/D,2026-09-05,Dettaglio annuncio / descrizione,Prima pubblicazione non esposta pubblicamente: mantenuta N/D; si conserva l'ultimo aggiornamento o una data/recenza visibile quando disponibile.,A3,Classe dichiarata,2026-09-05
167,67,Immobiliare.it,Vendita,Isola,Via Luigi Porro Lambertenghi 25,Trilocale,820000,122,6721.311475409836,,3,1,2,Da ristrutturare,Standard,Sì,No,No,No,Sì,N/D,N/D,2026-07-31,N/D,Ultimo aggiornamento esposto,N/D,2026-09-05,Dettaglio annuncio / descrizione,Prima pubblicazione non esposta pubblicamente: mantenuta N/D; si conserva l'ultimo aggiornamento o una data/recenza visibile quando disponibile.,G,Classe dichiarata,2026-09-05
168,68,Immobiliare.it,Vendita,Isola,Via Volturno 33,Trilocale,1490000,110,13545.454545454546,,3,N/D,3,Ottimo / recente,Lusso,N/D,N/D,Sì,N/D,N/D,Sì,N/D,N/D,N/D,N/D,N/D,2026-09-05,Dettaglio annuncio / descrizione,Prima pubblicazione non esposta pubblicamente: mantenuta N/D; si conserva l'ultimo aggiornamento o una data/recenza visibile quando disponibile.,N/D,Annuncio non identificato con certezza,2026-09-05
169,69,Immobiliare.it,Vendita,Isola,Via Garigliano 8,Trilocale,470000,80,5875,,3,1,1,Buono,Standard,N/D,N/D,N/D,N/D,Sì,N/D,N/D,2026-09-02,N/D,Ultimo aggiornamento esposto,N/D,2026-09-05,Dettaglio annuncio / descrizione,Prima pubblicazione non esposta pubblicamente: mantenuta N/D; si conserva l'ultimo aggiornamento o una data/recenza visibile quando disponibile.,E,Classe dichiarata,2026-09-05
170,70,Immobiliare.it,Vendita,Isola,Via Ippolito Rosellini 27,Bilocale,525000,60,8750,,2,1,4,Nuovo / recente,Standard,Sì,No,Sì,Sì,Sì,N/D,N/D,2026-09-01,N/D,Ultimo aggiornamento esposto,N/D,2026-09-05,Dettaglio annuncio / descrizione,Prima pubblicazione non esposta pubblicamente: mantenuta N/D; si conserva l'ultimo aggiornamento o una data/recenza visibile quando disponibile.,A4,Classe dichiarata,2026-09-05
171,71,Immobiliare.it,Vendita,Isola,Via Ippolito Rosellini 26,Quadrilocale,1890000,206,9174.757281553399,,4,3,6,Ottimo / lusso,Lusso,Sì,Sì,Sì,Parzialmente,N/D,Sì,N/D,N/D,N/D,N/D,N/D,2026-09-05,Dettaglio annuncio / descrizione,Prima pubblicazione non esposta pubblicamente: mantenuta N/D; si conserva l'ultimo aggiornamento o una data/recenza visibile quando disponibile.,D,Classe dichiarata,2026-09-05
172,72,Immobiliare.it,Vendita,Isola,Piazzale Segrino 1,Trilocale,530000,100,5300,,3,1,1,Ristrutturato,Standard,Sì,No,No,No,N/D,N/D,N/D,N/D,N/D,N/D,N/D,2026-09-05,Dettaglio annuncio / descrizione,Prima pubblicazione non esposta pubblicamente: mantenuta N/D; si conserva l'ultimo aggiornamento o una data/recenza visibile quando disponibile.,N/D,In attesa di certificazione,2026-09-05
173,73,Immobiliare.it,Vendita,Porta Romana,Viale Monte Nero 29,Monolocale,225000,25,9000,,1,1,1,Ottimo,Standard,Sì,Sì,No,Sì,N/D,N/D,N/D,2026-07-27,N/D,Ultimo aggiornamento esposto,N/D,2026-09-05,Dettaglio annuncio / descrizione,Prima pubblicazione non esposta pubblicamente: mantenuta N/D; si conserva l'ultimo aggiornamento o una data/recenza visibile quando disponibile.,D,Classe dichiarata,2026-09-05
174,74,Immobiliare.it,Vendita,Porta Romana,Via Gerolamo Tiraboschi 6,Bilocale,540000,70,7714.285714285715,,2,1,2,Ottimo,Standard,Sì,Sì,No,Parzialmente,N/D,N/D,N/D,2026-08-31,N/D,Ultimo aggiornamento esposto,N/D,2026-09-05,Dettaglio annuncio / descrizione,Prima pubblicazione non esposta pubblicamente: mantenuta N/D; si conserva l'ultimo aggiornamento o una data/recenza visibile quando disponibile.,F,Classe dichiarata,2026-09-05
175,75,Immobiliare.it,Vendita,Porta Romana,Via Giorgio Vasari 19,Bilocale,430000,49,8775.510204081633,,2,1,1,Nuovo,Standard,Sì,No,No,Parzialmente,Sì,N/D,N/D,2026-07-28,N/D,Ultimo aggiornamento esposto,N/D,2026-09-05,Dettaglio annuncio / descrizione,Prima pubblicazione non esposta pubblicamente: mantenuta N/D; si conserva l'ultimo aggiornamento o una data/recenza visibile quando disponibile.,A4,Classe dichiarata,2026-09-05
176,76,Immobiliare.it,Vendita,Porta Romana,Via Lodovico Muratori 13,Attico,2190000,190,11526.315789473685,,5+,3+,6-7,Ottimo / lusso,Lusso,N/D,Sì,Sì,Sì,Sì,Sì,N/D,2026-09-01,N/D,Ultimo aggiornamento esposto,N/D,2026-09-05,Dettaglio annuncio / descrizione,Prima pubblicazione non esposta pubblicamente: mantenuta N/D; si conserva l'ultimo aggiornamento o una data/recenza visibile quando disponibile.,A,Classe dichiarata,2026-09-05
177,77,Immobiliare.it,Vendita,Porta Romana,Viale Monte Nero 8,Bilocale,388000,49,7918.367346938776,,2,1,6,Ristrutturato,Standard,Sì,No,No,Sì,Sì,N/D,N/D,2026-09-02,N/D,Ultimo aggiornamento esposto,N/D,2026-09-05,Dettaglio annuncio / descrizione,Prima pubblicazione non esposta pubblicamente: mantenuta N/D; si conserva l'ultimo aggiornamento o una data/recenza visibile quando disponibile.,E,Classe dichiarata,2026-09-05
178,78,Immobiliare.it,Vendita,Porta Romana,Viale Monte Nero 21,Bilocale,470000,60,7833.333333333333,,2,1,2,Buono / abitabile,Lusso,Sì,No,No,Parzialmente,Sì,N/D,N/D,2026-08-24,N/D,Ultimo aggiornamento esposto,N/D,2026-09-05,Dettaglio annuncio / descrizione,Prima pubblicazione non esposta pubblicamente: mantenuta N/D; si conserva l'ultimo aggiornamento o una data/recenza visibile quando disponibile.,N/D,Classe non dichiarata nel testo consultato,2026-09-05
179,79,Immobiliare.it,Vendita,Porta Romana,Viale Isonzo 8,Bilocale,395000,55,7181.818181818182,,2,1,6,Ristrutturato,Standard,Sì,Sì,No,Sì,N/D,N/D,N/D,2026-09-01,N/D,Ultimo aggiornamento esposto,N/D,2026-09-05,Dettaglio annuncio / descrizione,Prima pubblicazione non esposta pubblicamente: mantenuta N/D; si conserva l'ultimo aggiornamento o una data/recenza visibile quando disponibile.,D,Classe dichiarata,2026-09-05
180,80,Immobiliare.it,Vendita,Porta Romana,Via Mantova 17,Bilocale,405000,55,7363.636363636364,,2,1,Ultimo,Ottimo,Standard,No,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,2026-09-05,Dettaglio annuncio / descrizione,Prima pubblicazione non esposta pubblicamente: mantenuta N/D; si conserva l'ultimo aggiornamento o una data/recenza visibile quando disponibile.,F,Classe dichiarata,2026-09-05
